시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
시흥시,어린이집,가정,샤론어린이집,031-432-4137,경기도 시흥시 정왕동 1872-5번지 삼성아파트 109동 103호,"경기도 시흥시  정왕신길로139번길 7 109동 103호(정왕동, 삼성아파트)",15026,37.3538087894,126.7337754868
시흥시,어린이집,직장,서울대늘푸른어린이집,031-498-1005,경기도 시흥시 정왕동 2555-3번지 서울대학교시흥캠퍼스 내 직장어린이집,경기도 시흥시 서울대학로 190 서울대학교 시흥캠퍼스 내 직장어린이집,15011,37.3629903546,126.7194760303
시흥시,어린이집,사회복지법인,선화어린이집,031-315-1335,경기도 시흥시 신천동 824-5번지,경기도 시흥시 신흥마을4길 16-4,14947,37.4370714630,126.7758590542
시흥시,어린이집,민간,성심예아뜨어린이집,031-316-0400,경기도 시흥시 매화동 247-3번지,경기도 시흥시 매화1로32번길 22 (매화동),14940,37.4161026601,126.8130818564
시흥시,어린이집,가정,세종신나는어린이집,031-319-6679,경기도 시흥시 정왕동 1877-3번지 세종1차아파트 101동 101호,"경기도 시흥시 함송로29번길 54 101동 101호(정왕동, 세종1차아파트)",15019,37.3645000983,126.7353381241
시흥시,어린이집,직장,센트럴병원공동직장어린이집,031-8041-3993,경기도 시흥시 정왕동 1366-11번지 2층,경기도 시흥시 공단1대로 237 2층(신축동),15079,37.3366662115,126.7284520798
시흥시,어린이집,가정,소담어린이집,031-497-1250,경기도 시흥시 정왕동 1872-4번지 영남3차아파트 304동 101호,"경기도 시흥시 역전로 353 304동 101호(정왕동, 영남3차아파트)",15026,37.3564342717,126.7355554593
시흥시,어린이집,가정,소리어린이집,031-507-5402,경기도 시흥시 장곡동 807번지 숲속마을아파트 217동 101호,"경기도 시흥시 장곡로53번길 10 217동 101호(장곡동, 숲속마을아파트)",15002,37.3787096830,126.7820003198
시흥시,어린이집,민간,수자인꿈의어린이집,031-402-3274,경기도 시흥시 논곡동 160-59번지 한양수자인아파트,경기도 시흥시 수인로2421번길 89 관리동(한양수자인아파트),14984,37.3881874846,126.8596747291
시흥시,어린이집,가정,수정어린이집,031-433-2325,경기도 시흥시 정왕동 1875-5번지 건영2차아파트 217동 102호,"경기도 시흥시 옥구천동로 399 217동 102호(정왕동, 건영2차아파트)",15028,37.3582675454,126.7305345493
시흥시,어린이집,가정,숲속어린이집,031-504-0584,경기도 시흥시 월곶동 1010-4번지 진주마을월곶풍림아이원1차아파트 106동 102호,"경기도 시흥시 월곶중앙로70번길 11 106동 102호(월곶동, 진주마을월곶풍림아이원1차아파트)",14964,37.3910349401,126.7379267684
시흥시,어린이집,가정,스마일뷰어린이집,031-318-2508,경기도 시흥시 장현동 170-2번지 네이처뷰아파트 2606동 102호,"경기도 시흥시 시청로 100 2606동 102호 (장현동, 네이처뷰 아파트)",14996,37.3828340811,126.7993901552
시흥시,어린이집,가정,스카이어린이집,031-509-5333,경기도 시흥시 정왕동 2483번지 sk뷰 702동 102호,경기도 시흥시 배곧3로 27-7 sk뷰 702동 102호,15010,37.3769615620,126.7249673243
시흥시,어린이집,국공립,시립능곡어린이집,031-318-9220,경기도 시흥시 능곡동 710번지,경기도 시흥시 능곡로 140 (능곡동),14992,37.3664361226,126.8159742425
시흥시,어린이집,국공립,시립능곡주공13단지어린이집,031-317-1311,경기도 시흥시 능곡동 800번지 휴먼시아13단지 시립능곡13단지어린이집,경기도 시흥시 시흥대로268번길 51 휴먼시아 13단지 시립능곡13단지어린이집,14995,37.3638207389,126.8126214385
시흥시,어린이집,국공립,시립능곡주공9단지어린이집,031-318-1409,경기도 시흥시 능곡동 787번지 휴먼시아9단지 903동 1층,경기도 시흥시 능곡중앙로 34 휴먼시아 9단지 903동 1층 (능곡동),14995,37.3669516728,126.8131688323
시흥시,어린이집,법인·단체,시흥시공공직장어린이집,031-403-6637,경기도 시흥시 조남동 725번지,경기도 시흥시 수풀안길 25,14986,37.3807208037,126.8623926310
시흥시,어린이집,민간,시흥아이사랑어린이집,031-318-1771,경기도 시흥시 대야동 558-2번지,경기도 시흥시 비둘기공원2길 4 (대야동),14911,37.4394606687,126.7923287644
시흥시,어린이집,가정,신기한어린이집,031-432-1481,경기도 시흥시 정왕동 1940-1번지 신동아아파트 207동 102호,"경기도 시흥시 정왕대로27번길 29 207동 102호(정왕동, 신동아아파트)",15029,37.3589830867,126.7227922157
시흥시,어린이집,민간,신동아어린이집,031-497-2616,경기도 시흥시 정왕동 1940-1번지 신동아아파트1단지 관리동 2층,경기도 시흥시 정왕대로27번길 29 신동아 아파트 1단지 관리동 2층,15029,37.3589830867,126.7227922157
시흥시,어린이집,가정,아가소리어린이집,031-312-7393,경기도 시흥시 대야동 275번지 삼보 6동 102호,"경기도 시흥시 은행로 188-15 6동 102호(대야동, 삼보)",14907,37.4477881551,126.7966820416
시흥시,어린이집,가정,아기천사어린이집,031-499-5363,경기도 시흥시 정왕동 1844번지 주공5차아파트 504동 104호,"경기도 시흥시 정왕대로143번길 8 504동 104호(정왕동, 주공5차아파트)",15033,37.3508667198,126.7332182685
시흥시,어린이집,국공립,시립장현루벤시아2차어린이집,031-312-3760,경기도 시흥시 장현동 96번지 시흥장현루벤시아2차 관리동 어린이집,경기도 시흥시 장현장곡로 79 관리동 어린이집,14996,37.3826127018,126.7970201382
시흥시,어린이집,국공립,시립장현모아미래도어린이집,031-314-3558,경기도 시흥시 장현동 산34번지 시흥능곡역모아미래도에듀포레 관리동 어린이집,경기도 시흥시 장현순환로 81 관리동 어린이집,14996,37.3750832579,126.7980278571
시흥시,어린이집,국공립,시립장현행복어린이집,031-311-3155,경기도 시흥시 능곡동 190-6번지 엘에이치4단지,경기도 시흥시 능곡서로 27,14999,37.3698223043,126.8031138645
시흥시,어린이집,국공립,시립목감레이크푸르지오어린이집,031-403-8355,경기도 시흥시 산현동 502번지 목감레이크푸르지오 관리동어린이집,경기도 시흥시 목감남서로 92-30 관리동어린이집,14989,37.3759481056,126.8434580443
시흥시,어린이집,국공립,시립목감어울림어린이집,031-0000-0000,경기도 시흥시 조남동 697번지 목감어울림센터 내 어린이집,경기도 시흥시 목감우회로 23 (목감어울림센터 내 어린이집),14985,37.3816386426,126.8587703013
시흥시,어린이집,국공립,시립목감호반베르디움5차어린이집,031-487-7805,경기도 시흥시 산현동 520번지 호반베르디움더숲 관리동 어린이집,경기도 시흥시 목감둘레로 80 관리동 어린이집(산현동),14989,37.3707642973,126.8481788799
시흥시,어린이집,국공립,시립배곧SK어린이집,031-434-7901,경기도 시흥시 정왕동 2483번지 sk뷰아파트 시립배곧sk어린이집,"경기도 시흥시 배곧3로 27-7 시립배곧sk어린이집(정왕동, sk뷰 아파트)",15010,37.3759517816,126.7235546012
시흥시,어린이집,국공립,시립배곧센텀베이2차어린이집,031-365-5640,경기도 시흥시 정왕동 1772-21번지 배곧센텀베이2차 관리동 어린이집,경기도 시흥시 배곧4로 81-29 관리동 어린이집,15010,37.3761397104,126.7344067608
시흥시,어린이집,국공립,시립배곧써밋플레이스C1어린이집,031-488-9901,경기도 시흥시 정왕동 2511번지 시흥배곧 C1 호반 써밋플레이스 관리동 어린이집,경기도 시흥시 서울대학로278번길 19-13 관리동 어린이집,15010,37.3709989287,126.7270163836
시흥시,어린이집,국공립,시립배곧한라2차어린이집,031-432-4800,경기도 시흥시 정왕동 2564번지 한라비발디캠퍼스2차 1층 관리동어린이집,경기도 시흥시 배곧1로 27-16 1층 관리동어린이집 (정왕동),15011,37.3612272615,126.7145708307
시흥시,어린이집,국공립,시립배곧한신더휴어린이집,031-498-2266,경기도 시흥시 정왕동 2502번지 시흥배곧한신더휴 관리동 어린이집,경기도 시흥시 배곧4로 106-26 관리동 어린이집,15010,37.3722258544,126.7313293955
시흥시,어린이집,국공립,시립배곧호반어린이집,031-319-1947,경기도 시흥시 정왕동 2485번지 호반베르디움아파트 관리동 아파트,경기도 시흥시 배곧3로 27-8 시흥시 정왕동 2485번지 호반베르디움아파트 관리동 아파트,15010,37.3756776549,126.7271151989
시흥시,어린이집,국공립,시립시흥시청역동원어린이집,031-404-4475,경기도 시흥시 광석동 270번지 시흥시청역동원로얄듀크 관리동 어린이집,경기도 시흥시 시흥대로 404 관리동 어린이집,14999,37.3768118756,126.8099389886
시흥시,어린이집,국공립,시립아이들세상어린이집,031-312-9222,경기도 시흥시 은행동 547-6번지,경기도 시흥시 은행로 88,14916,37.4395177180,126.7973585740
시흥시,어린이집,국공립,시립월곶어울림어린이집,031-0000-0000,경기도 시흥시 월곶동 995번지 월곶어울림센터 내 어린이집,경기도 시흥시 월곶중앙로30번안길 7 (월곶어울림센터 내 어린이집),14966,37.3885894767,126.7417019484
시흥시,어린이집,국공립,시립은계센트럴타운어린이집,031-313-2018,경기도 시흥시 은행동 619번지 은계센트럴타운,경기도 시흥시 은계중앙로 97 (은계센트럴타운),14923,37.4392281057,126.8001986134
시흥시,어린이집,국공립,시립은계우미린더퍼스트어린이집,031-314-9370,경기도 시흥시 은행동 621번지 시흥은계우미린더퍼스트 관리동어린이집,경기도 시흥시 은계중앙로 115 관리동어린이집,14923,37.4403218914,126.8037831872
시흥시,어린이집,국공립,시립은계제일풍경채어린이집,031-365-5689,경기도 시흥시 은행동 625번지 관리동 어린이집,경기도 시흥시 은계중앙로 151 관리동 어린이집,14923,37.4400965300,126.8053113480
시흥시,어린이집,국공립,시립은계호반써밋어린이집,031-312-2208,경기도 시흥시 은행동 644번지 시흥은계호반써밋플레이스,경기도 시흥시 은계남로 12 관리동,14922,37.4351025771,126.8037071995
시흥시,어린이집,가정,아람어린이집,031-431-5355,경기도 시흥시 죽율동 752번지 시흥6차푸르지오 2단지 203동 102호,경기도 시흥시 죽율로 36 203-102 시흥6차 푸르지오 2단지,15050,37.3470602473,126.7611212937
시흥시,어린이집,가정,미소어린이집,031-497-8007,경기도 시흥시 정왕동 2564번지 한라비발디캠퍼스2차 208동 104호,경기도 시흥시 배곧1로 27-16 208동 104호(한라비발디캠퍼스2차),15011,37.3622147032,126.7153171356
시흥시,어린이집,민간,미키어린이집,031-433-7979,경기도 시흥시 정왕동 1868번지 주공2단지아파트 관리동,"경기도 시흥시 정왕대로117번길 9 관리동(정왕동, 주공2단지아파트)",15031,37.3535879667,126.7289225124
시흥시,어린이집,민간,바다의별어린이집,031-503-8442,경기도 시흥시 장곡동 828번지 진말대우우성아파트 관리동 1층,경기도 시흥시 진말로 36 진말대우우성아파트 관리동 1층,15002,37.3811375207,126.7869923181
시흥시,어린이집,민간,배곧새솔어린이집,031-498-4322,경기도 시흥시 정왕동 2456번지 배곧골드클래스 106동,경기도 시흥시 배곧4로 81-13 배곧골드클래스 106동(관리동),15010,37.3760638811,126.7324422751
시흥시,어린이집,가정,배곧한신어린이집,031-319-7887,경기도 시흥시 정왕동 2502번지 배곧한신더휴 1006동 103호,경기도 시흥시 배곧4로 106-26 1006동 103호(배곧한신더휴),15010,37.3716545080,126.7307931175
시흥시,어린이집,가정,별빛어린이집,031-410-1605,경기도 시흥시 목감동 406번지 호반베르디움더프라임 1507동 104호,경기도 시흥시 배미골길 23 1507동 104호,14985,37.3840607720,126.8616301194
시흥시,어린이집,가정,별이달이어린이집,031-488-9630,경기도 시흥시 정왕동 2483번지 SK VIEW 706동 103호,"경기도 시흥시 배곧3로 27-7 706동 103호 (정왕4동, SK VIEW)",15010,37.3763363313,126.7244655005
시흥시,어린이집,가정,비발디어린이집,031-503-2755,경기도 시흥시 정왕동 2564번지 배곧한라비발디2차 207동 101호,경기도 시흥시 배곧1로 27-16 207동 101호(배곧한라비발디2차),15011,37.3612272615,126.7145708307
시흥시,어린이집,가정,사과나무어린이집,031-434-4647,경기도 시흥시 정왕동 2483번지 배곧호반SK뷰 708동 104호,경기도 시흥시 배곧3로 27-7 708동 104호(배곧호반SK뷰),15010,37.3757128200,126.7256013724
시흥시,어린이집,가정,사랑꽃어린이집,031-504-5762,경기도 시흥시 산현동 496번지 중흥S클래스 101동 101호,경기도 시흥시 목감남서로 92-15 101동 101호(중흥S클래스),14989,37.3735343470,126.8421802418
시흥시,어린이집,가정,사랑별어린이집,031-316-3934,경기도 시흥시 은행동 632번지 은계네이처포레아파트 1104동 102호,"경기도 시흥시 은계중앙로 140 1104동 102호(은행동, 은계네이처포레아파트)",14923,37.4386723281,126.8053019056
시흥시,어린이집,가정,어반라온어린이집,031-362-5595,경기도 시흥시 대야동 659번지 은계어반리더스아파트 113동 102호,"경기도 시흥시 은계중앙로 325 113동 102호(대야동, 은계어반리더스아파트)",14923,37.4506358478,126.7996175058
시흥시,어린이집,가정,어반어린이집,031-318-7200,경기도 시흥시 대야동 659번지 은계어반리더스아파트 111동 102호,"경기도 시흥시 은계중앙로 325 111동 102호(대야동, 은계어반리더스아파트)",14923,37.4509560951,126.7989022497
시흥시,어린이집,가정,에셀나무어린이집,031-499-4167,경기도 시흥시 정왕동 1869번지 주공3차아파트 311동 101호,"경기도 시흥시 옥구천동로374번길 7 311동 101호(정왕동, 주공3차아파트)",15031,37.3543812642,126.7289369802
시흥시,어린이집,민간,에이스어린이집,031-505-3500,경기도 시흥시 하상동 371-1번지,경기도 시흥시 하상로 12-2,14977,37.3918458072,126.8128852775
시흥시,어린이집,민간,에트라움어린이집,031-497-7978,경기도 시흥시 정왕동 2315-13번지,경기도 시흥시 오동마을로5번길 37 (정왕동),15049,37.3524098618,126.7461195180
시흥시,어린이집,민간,연꽃마을아이솔어린이집,031-318-1877,경기도 시흥시 하상동 368번지 대우삼호 관리동,경기도 시흥시 관곡지로 222 대우삼호 관리동 (하상동),14977,37.3957938516,126.8113466575
시흥시,어린이집,사회복지법인,열린자리어린이집,031-319-0102,경기도 시흥시 정왕동 1800-8번지,경기도 시흥시 정왕대로233번길 27 (정왕동),15055,37.3473732893,126.7408069948
시흥시,어린이집,민간,영남3차어린이집,031-497-5773,경기도 시흥시 정왕동 1872-4번지 영남3차아파트 2층 관리동,경기도 시흥시 역전로 353 관리동2층,15026,37.3572256712,126.7352764306
시흥시,어린이집,가정,아름샘어린이집,031-435-0633,경기도 시흥시 장곡동 829번지 진말삼환한진1차아파트 110동 103호,"경기도 시흥시 진말로 46 110동 103호(장곡동, 진말삼환한진1차아파트)",15002,37.3816649358,126.7862644154
시흥시,어린이집,가정,아이꿈어린이집,031-433-3246,경기도 시흥시 정왕동 1942-2번지 동보 103동 101호,"경기도 시흥시 정왕대로28번길 28 103동 101호(정왕동, 동보)",15041,37.3558757699,126.7176866057
시흥시,어린이집,가정,아이꿈터어린이집,031-503-0288,경기도 시흥시 월곶동 1010-1번지 진주마을월곶풍림아이원2차아파트 202동 101호,"경기도 시흥시 월곶중앙로14번길 87 202동 101호(월곶동, 진주마을월곶풍림아이원2차아파트)",14965,37.3937840670,126.7393223883
시흥시,어린이집,가정,아이나라어린이집,031-433-1004,경기도 시흥시 정왕동 1848-4번지 진로 108동 101호,"경기도 시흥시 중심상가로 104 108동 101호(정왕동, 진로)",15038,37.3490411068,126.7283141670
시흥시,어린이집,민간,아이마루어린이집,031-312-0034,경기도 시흥시 대야동 501번지 1층,경기도 시흥시 복지로 29-3 1층,14909,37.4423184388,126.7879043731
시흥시,어린이집,가정,아이비어린이집,031-313-9501,경기도 시흥시 대야동 659번지 은계어반리더스아파트 107동 102호,"경기도 시흥시 은계중앙로 325 107동 102호(대야동, 은계어반리더스아파트)",14923,37.4516708982,126.7978441217
시흥시,어린이집,가정,아이샛별어린이집,031-506-4088,경기도 시흥시 정왕동 2566번지 한라비발디1차 110동 101호,경기도 시흥시 배곧1로 27-15 한라비발디1차 110동 101호,15011,37.3634933478,126.7110577737
시흥시,어린이집,가정,아이소리어린이집,031-319-5766,경기도 시흥시 정왕동 2564번지 배곧한라비발디캠퍼스2차 204동 101호,경기도 시흥시 배곧1로 27-16 204동 101호(배곧한라비발디캠퍼스2차),15011,37.3613735801,126.7135304084
시흥시,어린이집,가정,아이예뻐어린이집,031-504-5943,경기도 시흥시 정왕동 1846번지 계룡1차아파트 104동 102호,"경기도 시흥시 중심상가로 125 104동 102호(정왕동, 계룡1차아파트)",15037,37.3489900218,126.7315437778
시흥시,어린이집,가정,아이챌린지어린이집,031-404-5281,경기도 시흥시 월곶동 1010-4번지 진주마을월곶풍림아이원1차아파트 109동 102호,"경기도 시흥시 월곶해안로 87 109동 102호(월곶동, 진주마을월곶풍림아이원1차아파트)",14964,37.3906508240,126.7356713032
시흥시,어린이집,민간,아이플러스어린이집,031-432-0951,경기도 시흥시 정왕동 1211-3번지,경기도 시흥시 군서로 49-1,15052,37.3461853232,126.7467349723
시흥시,어린이집,가정,아장아장어린이집,031-506-4650,경기도 시흥시 정왕동 1872-6번지 한신아파트 103동 102호,"경기도 시흥시 정왕신길로111번길 8 103동 102호(정왕동, 한신아파트)",15026,37.3545881712,126.7330336261
시흥시,어린이집,가정,안나어린이집,031-404-2612,경기도 시흥시 정왕동 1873-2번지 영남2차아파트 215동 104호,"경기도 시흥시 옥구천동로 420 215동 104호(정왕동, 영남2차아파트)",15027,37.3566424207,126.7328998066
시흥시,어린이집,가정,한신예다솜어린이집,031-403-4294,경기도 시흥시 조남동 669번지 한신더휴센트럴파크 507동 104호,"경기도 시흥시 목감남서로 35 507동 104호(조남동,한신더휴센트럴파크)",14988,37.3740496713,126.8489749392
시흥시,어린이집,가정,한양수자인어린이집,031-410-2009,경기도 시흥시 논곡동 160-59번지 목감한양수자인아파트 102동 101호,경기도 시흥시 수인로2421번길 89 102-101(목감한양수자인아파트),14984,37.3888486939,126.8602678240
시흥시,어린이집,민간,한일생각나무어린이집,031-431-1403,경기도 시흥시 정왕동 1865번지 한일아파트 관리동 1층,"경기도 시흥시 정왕대로53번길 29 관리동 1층(정왕동, 한일아파트)",15029,37.3580928240,126.7244838859
시흥시,어린이집,민간,해그림어린이집,031-497-0525,경기도 시흥시 정왕동 1876-3번지 부성파스텔아파트 1876동 2층 3호,"경기도 시흥시 옥구천동로 449 1876동 2층 3호(정왕동, 부성파스텔아파트)",15022,37.3604294490,126.7330983975
시흥시,어린이집,가정,해누리어린이집,031-503-0603,경기도 시흥시 조남동 676번지 신안인스빌아파트 804동 104호,경기도 시흥시 목감중앙로 36 804동 104호(신안인스빌아파트),14988,37.3727799953,126.8541360499
시흥시,어린이집,민간,해뜨는어린이집,031-432-7272,경기도 시흥시 정왕동 1851번지 대림2차 관리동내,경기도 시흥시 중심상가로 74 대림2차 관리동내,15039,37.3499449500,126.7259338773
시흥시,어린이집,가정,해빛어린이집,031-404-4806,경기도 시흥시 하상동 368번지 삼호아파트 319동 102호,"경기도 시흥시 관곡지로 222 319동 102호(하상동, 삼호아파트)",14977,37.3958208161,126.8128828837
시흥시,어린이집,민간,해오름어린이집,031-497-1656,경기도 시흥시 정왕동 1790번지 영남6단지 관리동 1층,경기도 시흥시 중심상가로 224 영남6단지 관리동 1층,15065,37.3415982292,126.7398265100
시흥시,어린이집,가정,해와달어린이집,031-499-2816,경기도 시흥시 정왕동 2566번지 한라비발디캠퍼스 109동 106호,경기도 시흥시 배곧1로 27-15 109동 106호(한라비발디캠퍼스),15011,37.3646048237,126.7128304058
시흥시,어린이집,가정,해피포레어린이집,031-411-2522,경기도 시흥시 조남동 680번지 LH포레하임아파트 903동 101호,"경기도 시흥시 목감중앙로 62 903동 101호(조남동, LH포레하임아파트)",14988,37.3716109850,126.8529940858
시흥시,어린이집,민간,햇살어린이집,031-433-2529,경기도 시흥시 정왕동 1787-1번지 정왕동주공아파트 경기도시흥시 중심상가로248,경기도 시흥시 중심상가로 248 경기도시흥시 중심상가로248(정왕동주공아파트),15064,37.3408341869,126.7415614749
시흥시,어린이집,가정,동원꿈동산어린이집,031-504-9211,경기도 시흥시 정왕동 1878-5번지 동원아파트 107동 102호,"경기도 시흥시 봉화로 18 107동 102호(정왕동, 동원아파트)",15017,37.3661230345,126.7354119986
시흥시,어린이집,가정,동화속어린이집,031-319-1055,경기도 시흥시 정왕동 1787-1번지 주공6단지아파트 602동 102호,"경기도 시흥시 중심상가로 248 602동 102호(정왕동, 주공6단지아파트)",15064,37.3404282347,126.7415091112
시흥시,어린이집,민간,동화어린이집,031-315-9003,경기도 시흥시 은행동 299번지,경기도 시흥시 수인로3247번길 110,14921,37.4295496494,126.7960050153
시흥시,어린이집,가정,두산어린이집,031-506-9393,경기도 시흥시 은행동 542번지 두산 102동 103호,"경기도 시흥시 대은로104번길 25 102동 103호(은행동, 두산)",14916,37.4439114473,126.8010932951
시흥시,어린이집,가정,드림키즈어린이집,031-404-1333,경기도 시흥시 대야동 570-1번지 청구1차아파트 104동 103호,"경기도 시흥시 은행로 189 104동 103호(대야동, 청구1차아파트)",14914,37.4467951030,126.7964200125
시흥시,어린이집,민간,그림나라어린이집,031-311-2614,"경기도 시흥시 은행동 276-26번지 성광빌딩 경기도 시흥시 검바위2로 30, 203호","경기도 시흥시 검바위2로 30 경기도 시흥시 검바위2로 30, 203호(은행동 성광빌딩)",14921,37.4319488814,126.7962764238
시흥시,어린이집,민간,글로벌아름나라어린이집,031-317-4685,경기도 시흥시 신천동 874-13번지,경기도 시흥시 시흥대로1089번길 19-7,14951,37.4318078781,126.7892811935
시흥시,어린이집,가정,금모래어린이집,031-435-5522,경기도 시흥시 은행동 549-1번지 대우그린3차아파트 308동 106호,"경기도 시흥시 은행로 107 308동 106호(은행동, 대우그린3차아파트)",14918,37.4417916337,126.7977781865
시흥시,어린이집,가정,꼬꼬마어린이집,031-431-7623,경기도 시흥시 정왕동 1870-3번지 영화아파트 101동 104호,"경기도 시흥시 정왕대로143번길 35 101동 104호(정왕동, 영화아파트)",15032,37.3533017159,126.7334193237
시흥시,어린이집,가정,꼬마사랑어린이집,031-520-8878,경기도 시흥시 은행동 661번지 시흥은계한양수자인더클래스 910동 103호,경기도 시흥시 은계남로 11 910동 103호,14922,37.4343788738,126.8017358120
시흥시,어린이집,가정,꼬마천국어린이집,031-313-5948,경기도 시흥시 월곶동 1016번지 진주마을월곶풍림아이원3차아파트 301동 102호,"경기도 시흥시 월곶중앙로 11 301동 102호(월곶동, 진주마을월곶풍림아이원3차아파트)",14967,37.3863527549,126.7428992734
시흥시,어린이집,가정,꼬마친구어린이집,031-317-1506,경기도 시흥시 은행동 538-1번지 신명 101동 111호,"경기도 시흥시 은행로149번길 13 101동 111호(은행동, 신명)",14917,37.4434162032,126.7981360599
시흥시,어린이집,민간,꽃별어린이집,031-318-7942,경기도 시흥시 능곡동 712번지 신일해피트리아파트 관리동,경기도 시흥시 능곡로 120 신일해피트리아파트 관리동,14995,37.3663906547,126.8174653553
시흥시,어린이집,가정,꿈공장어린이집,031-404-2302,경기도 시흥시 능곡동 802번지 우남퍼스트빌 1403동 102호,"경기도 시흥시 시흥대로268번길 75 1403동 102호(능곡동, 우남퍼스트빌)",14995,37.3642348699,126.8156441466
시흥시,어린이집,가정,초록한신어린이집,070-4065-0707,경기도 시흥시 정왕동 2502번지 한신더휴아파트 1016동 101호,경기도 시흥시 배곧4로 106-26 한신더휴아파트 1016-101,15010,37.3722444004,126.7327974267
시흥시,어린이집,가정,초아어린이집,031-315-3943,경기도 시흥시 매화동 361-6번지 금강1차아파트 101동 111호,"경기도 시흥시 매화우회로 63 101동 111호(매화동, 금강1차아파트)",14940,37.4173878386,126.8093408433
시흥시,어린이집,가정,크레파스어린이집,031-507-9141,경기도 시흥시 정왕동 1878-8번지 대림4차아파트 1310동 101호,"경기도 시흥시 함송로29번길 51 1310동 101호(정왕동, 대림4차아파트)",15017,37.3649259022,126.7356725902
시흥시,어린이집,민간,큰숲어린이집,031-499-1000,경기도 시흥시 정왕동 1998-7번지 큰숲어린이집,경기도 시흥시 오이도중앙로 24-10 큰숲어린이집,15015,37.3464805891,126.6891410555
시흥시,어린이집,가정,키즈베베어린이집,031-504-7270,경기도 시흥시 정왕동 1875-5번지 건영아파트 201동 102호,"경기도 시흥시 옥구천동로 399 201동 102호(정왕동, 건영아파트)",15028,37.3567369128,126.7294097162
시흥시,어린이집,가정,키즈빌 어린이집,031-435-9073,경기도 시흥시 능곡동 782번지 신안인스빌아파트 1208동 103호,"경기도 시흥시 승지로 7 1208동 103호 (신안인스빌아파트, 능곡동)",14995,37.3650786365,126.8088381077
시흥시,어린이집,민간,킨더가든어린이집,031-403-3949,경기도 시흥시 조남동 174-16번지,경기도 시흥시 동서로1051번안길 6-2,14984,37.3832572337,126.8580561827
시흥시,어린이집,가정,토리어린이집,031-431-5020,경기도 시흥시 정왕동 2575번지 이지더원2차에듀그린 212동 104호,경기도 시흥시 서울대학로 100 이지더원2차 에듀그린 212동 104호,15012,37.3580908099,126.7132597850
시흥시,어린이집,가정,퍼니빌어린이집,031-435-9115,경기도 시흥시 능곡동 548번지 현진에버빌아파트 304동 101호,"경기도 시흥시 승지로 88 304동 101호(능곡동, 현진에버빌아파트)",14994,37.3720908667,126.8118570467
시흥시,어린이집,가정,푸르지오어린이집,031-401-8300,경기도 시흥시 산현동 502번지 목감레이크푸르지오아파트 205동 104호,경기도 시흥시 목감남서로 92-30 205동 104호(목감레이크푸르지오아파트),14989,37.3763446264,126.8434432932
시흥시,어린이집,민간,푸른솔어린이집,031-431-2203,경기도 시흥시 정왕동 1186-12번지,경기도 시흥시 군서로46번길 14-1,15052,37.3469522640,126.7482740710
시흥시,어린이집,가정,프라임우정어린이집,031-507-7560,경기도 시흥시 목감동 406번지 호반베르디움더프라임 1505동 104호,경기도 시흥시 배미골길 23 1505동 104호,14985,37.3847152727,126.8626525028
시흥시,어린이집,가정,피터팬어린이집,031-431-4010,경기도 시흥시 죽율동 317-7번지 푸르지오아파트 106동 101호,경기도 시흥시 죽율로 45-10 106동101호(푸르지오아파트),15050,37.3496282184,126.7609719301
시흥시,어린이집,가정,하늘땅별땅어린이집,031-319-0405,경기도 시흥시 정왕동 1886-3번지 서해1차아파트 111동 101호,"경기도 시흥시 정왕신길로49번길 39 111동 101호(정왕동, 서해1차아파트)",15021,37.3618225948,126.7283301027
시흥시,어린이집,가정,꿈을모아어린이집,031-318-4860,경기도 시흥시 장현동 산34번지 모아미래도에듀포레 1105동 102호,"경기도 시흥시 장현순환로 81 1105동 102호(장현동, 모아미래도에듀포레)",14996,37.3741371012,126.7995952925
시흥시,어린이집,민간,꿈자람어린이집,031-435-1003,경기도 시흥시 월곶동 1016번지 풍림3차 관리동 1층,경기도 시흥시 월곶중앙로 11 풍림3차 관리동 1층 (월곶동),14967,37.3865009842,126.7421183485
시흥시,어린이집,가정,나래어린이집,031-317-3233,경기도 시흥시 정왕동 1788-3번지 대우 105동 101호,"경기도 시흥시 정왕대로298번길 6 105동 101호(정왕동, 대우)",15064,37.3415719980,126.7441731991
시흥시,어린이집,민간,네이처포레어린이집,031-311-7675,경기도 시흥시 은행동 632번지 네이처포레아파트 1층 관리동,경기도 시흥시 은계중앙로 140 관리동 1층(네이처포레아파트),14923,37.4380954235,126.8052959347
시흥시,어린이집,민간,노랑어린이집,031-498-9106,경기도 시흥시 정왕동 1214-9번지,경기도 시흥시 군서마을로 14 (정왕동),15052,37.3440061342,126.7499065910
시흥시,어린이집,민간,늘새롬어린이집,031-431-4625,경기도 시흥시 정왕동 1886-4번지,경기도 시흥시 정왕신길로49번길 19 관리동,15021,37.3596616918,126.7273133546
시흥시,어린이집,가정,늠내둥이어린이집,031-8032-8312,경기도 시흥시 은행동 620번지 은계브리즈힐아파트 1002동 103호,경기도 시흥시 은계중앙로 118 1002동 103호(은계브리즈힐아파트),14923,37.4386192158,126.8039346100
