관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경기도 시흥시청,경기도 시흥시 삼미시장2길 40,경기도 시흥시 신천동 736,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.4398197,126.7841078,2017-01-01
경기도 시흥시청,경기도 시흥시 포도원로79번길 11-3,경기도 시흥시 신천동 843-19,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.4366011,126.7830211,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 106-2,생활방범,3,130,360도 전방면,30,2017-12,031-310-3702,37.423852,126.7930227,2017-01-01
경기도 시흥시청,,경기도 시흥시 조남동 172-52,생활방범,3,130,360도 전방면,30,2017-12,031-310-3702,37.3842785,126.8582956,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도1길 30,경기도 시흥시 정왕3동 2040-1,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3415603,126.6899267,2017-01-01
경기도 시흥시청,경기도 시흥시 월곶해안로 111-1,경기도 시흥시 월곶동 1013-5번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.3887471,126.7342551,2017-01-01
경기도 시흥시청,경기도 시흥시 대은로104번길 15,경기도 시흥시 은행동 600,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.444409,126.8011355,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 876-131,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.348031,126.7504489,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 1872-7,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.3553096,126.733811,2017-01-01
경기도 시흥시청,경기도 시흥시 능골길 26,경기도 시흥시 능곡동 617,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.3693918,126.817988,2017-01-01
경기도 시흥시청,경기도 시흥시 마유로418번길 12,경기도 시흥시 정왕본동 2327-4,생활방범,1,130,360도 전방면,30,2017-07,031-310-3702,37.3513099,126.7421988,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 정왕동 2312-4번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3525878,126.7456142,2017-01-01
경기도 시흥시청,,경기도 시흥시 과림동 18-2,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4576042,126.8326789,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로 249,경기도 시흥시 정왕본동 1811-8,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3499708,126.7437835,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 599-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4390196,126.7951272,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로7번안길 4,경기도 시흥시 정왕1동 1417-9,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3392808,126.7502525,2017-01-01
경기도 시흥시청,,경기도 시흥시 안현동 371-2,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4305783,126.811793,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 109-87,생활방범,3,200,360도 전방면,30,2017-06,031-310-3702,37.4379628,126.7936047,2017-01-01
경기도 시흥시청,,경기도 시흥시 장곡동 825-2,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3784405,126.787583,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 781,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3655018,126.8082442,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 481,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3745813,126.8121045,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1961,생활방범,3,200,360도 전방면,30,2017-06,031-310-3702,37.3411943,126.7354177,2017-01-01
경기도 시흥시청,경기도 시흥시 서촌상가3길 15-14,경기도 시흥시 정왕2동 1727-5,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3471437,126.7326428,2017-01-01
경기도 시흥시청,,경기도 시흥시 무지내동 1-1번지,생활방범,1,200,360도 전방면,30,2017-12,031-310-3702,37.4263513,126.8410987,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 683-8,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4357667,126.780131,2017-01-01
경기도 시흥시청,경기도 시흥시 신천7길 36,경기도 시흥시 신천동  823-10,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4369051,126.7769977,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 947,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.435435,126.7908322,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로1065번길 15,경기도 시흥시 신천동  890-1,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4307946,126.7906871,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 458-4,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4379645,126.7797742,2017-01-01
경기도 시흥시청,경기도 시흥시 신흥마을1길 12,경기도 시흥시 신천동  818-6,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4384663,126.7783038,2017-01-01
경기도 시흥시청,경기도 시흥시 검바위1로 70,경기도 시흥시 은행동  245-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4352369,126.7959964,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3409번길 18,경기도 시흥시 신천동  748-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4402438,126.7796319,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로100번길 8-1,경기도 시흥시 신천동 769-2,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.4385459,126.7872189,2017-01-01
경기도 시흥시청,경기도 시흥시 동서로707번길 34,경기도 시흥시 물왕동 284-3,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3871654,126.8276327,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로396번길 23,경기도 시흥시 정왕본동 1523-7,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3419448,126.7531099,2017-01-01
경기도 시흥시청,경기도 시흥시 옥터로 56,경기도 시흥시 정왕3동 2017-4,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3429414,126.6908915,2017-01-01
경기도 시흥시청,경기도 시흥시 월곶중앙로 64,경기도 시흥시 월곶동 1009-1,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.389108,126.7384771,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로375번길 25-1,경기도 시흥시 정왕1동 1569-6,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3427247,126.7470247,2017-01-01
경기도 시흥시청,경기도 시흥시 대은로 16-29,경기도 시흥시 은행동 551-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.441661,126.7953572,2017-01-01
경기도 시흥시청,경기도 시흥시 군서로54번길 18,경기도 시흥시 정왕본동 1184,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3475826,126.7476627,2017-01-01
경기도 시흥시청,경기도 시흥시 대은로 16-14,경기도 시흥시 은행동 553-3,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.4401529,126.7939941,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 229-3,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4330722,126.7998213,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로427번길 30,경기도 시흥시 정왕본동 1175,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.3471398,126.7512757,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 549-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4417983,126.7972101,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로12번길 24,경기도 시흥시 은행동 277-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4328491,126.7958787,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로427번길 13,경기도 시흥시 정왕본동 1179-3,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3460596,126.7517533,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로12번길 24,경기도 시흥시 은행동 277-1,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.4328491,126.7958787,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로408번길 19,경기도 시흥시 정왕본동 1518,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.3432518,126.7533313,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로7번길 10,경기도 시흥시 정왕본동 1418-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3390847,126.751281,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로408번길 11-1,경기도 시흥시 정왕본동 1517-11,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.3433322,126.7530263,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3395번길 14,경기도 시흥시 신천동 746-23,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4402915,126.7810781,2017-01-01
경기도 시흥시청,경기도 시흥시 마유로418번길 12,경기도 시흥시 정왕본동 2327-4,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3513099,126.7421988,2017-01-01
경기도 시흥시청,경기도 시흥시 신현로 437,경기도 시흥시 방산동 406,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4195721,126.7689388,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로 23-29,경기도 시흥시 정왕1동 1609,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3465586,126.7408609,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 93,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.4395774,126.7998264,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로12번길 27,경기도 시흥시 은행동 261-2,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.432994,126.7962964,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로 56,경기도 시흥시 정왕2동 1861-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3544465,126.7229776,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 265,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4311869,126.7985497,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로301번길 18-1,경기도 시흥시 정왕2동 2305-21,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.352001,126.7369707,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로2421번길 101,경기도 시흥시 논곡동 160-32,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.3872803,126.8594642,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로2431번길 22,경기도 시흥시 논곡동 267-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3949416,126.854379,2017-01-01
경기도 시흥시청,경기도 시흥시 옥터로 25,경기도 시흥시 정왕3동 1986-4,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.3455035,126.692111,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1474-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3460298,126.7819651,2017-01-01
경기도 시흥시청,경기도 시흥시 황고개로206번길 28,경기도 시흥시 거모동 1720-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3489711,126.7841121,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도로 105,경기도 시흥시 정왕3동 1978-10,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3476401,126.6925875,2017-01-01
경기도 시흥시청,경기도 시흥시 산기대학로 27,경기도 시흥시 정왕3동 2164-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3520272,126.7135624,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1753-9,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3415009,126.7836937,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 1878-8,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3655786,126.7366971,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1766-4,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3418602,126.7880261,2017-01-01
경기도 시흥시청,경기도 시흥시 장곡로49번길 15,경기도 시흥시 장곡동 812-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.377802,126.7833284,2017-01-01
경기도 시흥시청,경기도 시흥시 하상로8번길 12,경기도 시흥시 하상동 374-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3913337,126.8138011,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로61번길 9,경기도 시흥시 정왕본동 1824-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3480818,126.7452233,2017-01-01
경기도 시흥시청,경기도 시흥시 하중로117번길 9-2,경기도 시흥시 하중동 819-5,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4004919,126.7998302,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 947(1),기타,1,200,360도 전방면,30,2017-08,031-310-3702,37.435435,126.790832,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 947(2),기타,1,200,360도 전방면,30,2017-08,031-310-3702,37.435435,126.790832,2017-01-01
경기도 시흥시청,경기도 시흥시 서해안로 1702,경기도 시흥시 대야동 261-1,교통정보수집,2,130,고정촬영,30,2017-09,031-310-3702,37.4530402,126.7957101,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 2162,교통정보수집,2,130,고정촬영,30,2017-09,031-310-3702,37.3358081,126.7527466,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 2159,교통정보수집,2,130,고정촬영,30,2017-09,031-310-3702,37.3390877,126.7569674,2017-01-01
경기도 시흥시청,,경기도 시흥시 매화동 196-3,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4154656,126.8156269,2017-01-01
경기도 시흥시청,,경기도 시흥시 방산동 803,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4320771,126.7777467,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로414번길 7-18,경기도 시흥시 정왕본동 1513-11,생활방범,4,200,360도 전방면,30,2017-12,031-310-3702,37.3445316,126.7535302,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로43번길 7,경기도 시흥시 신천동 864-5,생활방범,4,200,360도 전방면,30,2017-12,031-310-3702,37.4343221,126.7882479,2017-01-01
경기도 시흥시청,,경기도 시흥시 과림동 94-11,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4524339,126.8336513,2017-01-01
경기도 시흥시청,경기도 시흥시 함송로13번길 10,경기도 시흥시 정왕4동 1880-3,생활방범,4,200,360도 전방면,30,2017-12,031-310-3702,37.3643578,126.7307524,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로281번길 5,경기도 시흥시 거모동 317-1,생활방범,5,200,360도 전방면,30,2017-12,031-310-3702,37.361698,126.7723018,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동  1371-2,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3483057,126.7800511,2017-01-01
경기도 시흥시청,경기도 시흥시 복지로120번길 15-10,경기도 시흥시 대야동  274-22,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4494347,126.7948272,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동  1231-4,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.346367,126.774493,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동  1777번지(1774-1),기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3687164,126.7376907,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 587,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4431858,126.8024044,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동  470-2,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4446035,126.7887723,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로302번길 21-1,경기도 시흥시 거모동 573-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.357803,126.7709705,2017-01-01
경기도 시흥시청,경기도 시흥시 대은로104번길 30,경기도 시흥시 은행동 540-7,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4430739,126.8002124,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 775,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4383754,126.787581,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로 116,경기도 시흥시 도창동  361-3,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4088517,126.8152706,2017-01-01
경기도 시흥시청,,경기도 시흥시 하상동 343-38,기타,2,200,360도 전방면,30,2017-12,031-310-3702,37.3884665,126.812521,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도중앙로36번길 6-9,경기도 시흥시 정왕동 2001-1,쓰레기단속,1,41,쓰레기투기지역,30,2017-01,031-310-3108,37.3461086,126.6892532,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도중앙로5번길 4-4,경기도 시흥시 정왕동 1980-3,쓰레기단속,1,41,쓰레기투기지역,30,2017-01,031-310-3108,37.3472211,126.6908399,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로 313,경기도 시흥시 정왕동 2305-13,쓰레기단속,1,41,쓰레기투기지역,30,2017-01,031-310-3108,37.3528856,126.737691,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도중앙로5번길 14-2,경기도 시흥시 정왕동 1983-2,쓰레기단속,1,41,쓰레기투기지역,30,2017-01,031-310-3108,37.3471431,126.6920365,2017-01-01
경기도 시흥시청,경기도 시흥시 검바위1로3번길 14,경기도 시흥시 은행동  289-10,생활방범,4,200,360도 전방면,30,2017-02,031-310-3702,37.4305202,126.7934673,2017-01-01
경기도 시흥시청,경기도 시흥시 신현로 157,경기도 시흥시 포동 67-77,시설물관리,2,200,360도 전방면,30,2017-05,031-310-6073,37.3999073,126.7710554,2017-01-01
경기도 시흥시청,,경기도 시흥시 포동 67-103,시설물관리,3,200,360도 전방면,30,2017-05,031-310-6073,37.3946939,126.787131,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로1152번길 8,경기도 시흥시 신천동 83-42,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4379945,126.7911866,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 정왕동 1872-1번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3574452,126.7338927,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동 360,생활방범,4,200,360도 전방면,30,2017-09,031-310-3702,37.4459888,126.792554,2017-01-01
경기도 시흥시청,경기도 시흥시 비둘기공원3길 2,경기도 시흥시 대야동 554-3,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4399879,126.7924126,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 정왕동 1848-2번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3484724,126.7266452,2017-01-01
경기도 시흥시청,,경기도 시흥시 군자동 554-1,생활방범,2,200,360도 전방면,30,2017-09,031-310-3702,37.3576156,126.7861639,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 257-1,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3461699,126.7614699,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 296(298번지),기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.348172,126.762197,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 300-2,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3481703,126.7615538,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 276-4,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3482493,126.7605039,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 603-15,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3498868,126.7593926,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 595,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3500553,126.7580829,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 597,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.3504433,126.7583299,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 83-100,생활방범,3,200,360도 전방면,30,2017-02,031-310-3702,37.4379347,126.7929946,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕3동 1089-3,생활방범,4,200,360도 전방면,30,2017-06,031-310-3702,37.3476683,126.693005,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도로 241,경기도 시흥시 정왕3동 2042-22,생활방범,5,200,360도 전방면,30,2017-06,031-310-3702,37.3408626,126.6884513,2017-01-01
경기도 시흥시청,경기도 시흥시 서해안로 277,경기도 시흥시 정왕3동 2138,기타,1,41,360도 전방면,30,2017-06,031-310-3702,37.3555292,126.7123638,2017-01-01
경기도 시흥시청,경기도 시흥시 신현로12번길 20-10,경기도 시흥시 미산동 705,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4089904,126.7858014,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 1875-6,기타,1,200,360도 전방면,30,2017-06,031-310-3702,37.3584707,126.7292498,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 93-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4219929,126.7963831,2017-01-01
경기도 시흥시청,경기도 시흥시 함송로13번길 6-7,경기도 시흥시 정왕4동 1880-11,생활방범,1,41,360도 전방면,30,2017-06,031-310-3702,37.3639706,126.7308892,2017-01-01
경기도 시흥시청,경기도 시흥시 양우재길 16,경기도 시흥시 미산동 234-8,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4221579,126.7878533,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 1877-6,기타,1,41,360도 전방면,30,2017-06,031-310-3702,37.3633294,126.7341651,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3287번길 12,경기도 시흥시 은행동 109-22,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4383516,126.7944059,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로2857번길 44,경기도 시흥시 매화동 289-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4111321,126.8158523,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로135번길 5,경기도 시흥시 도창동 372-2,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4089077,126.8165242,2017-01-01
경기도 시흥시청,경기도 시흥시 조남길 20-1,경기도 시흥시 조남동 169-61,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3828027,126.8597889,2017-01-01
경기도 시흥시청,,경기도 시흥시 논곡동 147-5,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3886071,126.8613248,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로504번안길 12,경기도 시흥시 거모동 1734-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3457531,126.7833879,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1741-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3445279,126.7834704,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 479,기타,4,200,360도 전방면,30,2017-03,031-310-3702,37.3749135,126.8114376,2017-01-01
경기도 시흥시청,경기도 시흥시 도리재길 22,경기도 시흥시 금이동 461-11,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3913829,126.8408238,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로 2,경기도 시흥시 정왕1동 2160,기타,4,200,360도 전방면,30,2017-03,031-310-3702,37.3383381,126.7561348,2017-01-01
경기도 시흥시청,경기도 시흥시 매화2로23번길 21,경기도 시흥시 매화동 235-15,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4155488,126.8113229,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로 36,경기도 시흥시 매화동  202-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4162479,126.8146083,2017-01-01
경기도 시흥시청,경기도 시흥시 대골안길 31,경기도 시흥시 대야동 456-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.446542,126.7895465,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로7번길 10,경기도 시흥시 정왕1동 1418-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3390847,126.751281,2017-01-01
경기도 시흥시청,경기도 시흥시 하중로173번길 23,경기도 시흥시 하중동 848,기타,1,41,360도 전방면,30,2017-09,031-310-3702,37.3958593,126.8043487,2017-01-01
경기도 시흥시청,경기도 시흥시 서해안로 277,경기도 시흥시 정왕3동 2138,기타,1,41,360도 전방면,30,2017-09,031-310-3702,37.3555292,126.7123638,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 742,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4406891,126.7816645,2017-01-01
경기도 시흥시청,경기도 시흥시 신천4길 46,경기도 시흥시 신천동 818-1,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4383834,126.7773549,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 826-1,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4360502,126.7775766,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 851-7,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4353005,126.7862113,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3325번길 29,경기도 시흥시 신천동 857-1,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4364946,126.7888293,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 884-5,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.4320497,126.7922202,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 803,생활방범,1,200,360도 전방면,30,2017-12,031-310-3702,37.4389655,126.7850821,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로 60,경기도 시흥시 은행동 107-1,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4372651,126.7965219,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로 34,경기도 시흥시 매화동 203,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.4164369,126.8145174,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1412-9,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3399765,126.7511642,2017-01-01
경기도 시흥시청,경기도 시흥시 군서로18번길 16-1,경기도 시흥시 정왕본동 1192-1,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3456165,126.7509986,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 2307-3,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3535822,126.7430036,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1445,생활방범,3,130,360도 전방면,30,2017-12,031-310-3702,37.3420288,126.7460226,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1668,생활방범,3,130,360도 전방면,30,2017-12,031-310-3702,37.3426984,126.7473633,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 2314 일원,생활방범,3,130,360도 전방면,30,2017-12,031-310-3702,37.352307,126.740773,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕3동 정왕동 1998-5번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3463618,126.6895908,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 1878-4,생활방범,2,200,360도 전방면,30,2017-09,031-310-3702,37.365636,126.7341908,2017-01-01
